started_at,ended_at,member_casual,trip_duration_min,time_of_day
2024-10-06 00:52:12.387,2024-10-06 00:55:25.344,casual,3.21595,Midday
2024-10-06 00:53:49.486,2024-10-06 00:57:20.995,casual,3.5251499999999996,Midday
2024-10-06 00:54:06.495,2024-10-06 01:02:07.627,casual,8.018866666666666,Midday
2024-10-06 00:54:59.328,2024-10-06 01:23:14.827,casual,28.258316666666666,Midday
2024-10-06 00:55:40.493,2024-10-06 01:00:23.948,member,4.72425,Midday
2024-10-06 00:56:01.451,2024-10-06 01:08:46.822,casual,12.756183333333333,Midday
2024-10-06 00:56:01.932,2024-10-06 01:23:52.981,casual,27.850816666666667,Midday
2024-10-06 00:57:20.321,2024-10-06 00:57:27.808,casual,0.12478333333333333,Midday
2024-10-06 00:58:37.321,2024-10-06 01:21:56.401,member,23.317999999999998,Midday
2024-10-06 01:01:43.050,2024-10-06 01:07:17.422,casual,5.572866666666667,Midday
2024-10-06 01:01:50.084,2024-10-06 01:08:09.048,member,6.316066666666667,Midday
2024-10-06 01:02:28.864,2024-10-06 01:04:47.181,casual,2.3052833333333336,Midday
2024-10-06 01:07:13.933,2024-10-06 01:13:19.224,casual,6.088183333333333,Midday
2024-10-06 01:07:29.243,2024-10-06 01:48:29.568,casual,41.00541666666666,Midday
2024-10-06 01:08:19.366,2024-10-06 01:48:23.208,casual,40.064033333333334,Midday
2024-10-06 01:08:53.755,2024-10-06 01:14:00.893,casual,5.118966666666666,Midday
2024-10-06 01:08:57.527,2024-10-06 01:29:38.390,member,20.681050000000003,Midday
2024-10-06 01:09:41.810,2024-10-06 01:27:39.076,casual,17.954433333333334,Midday
2024-10-06 01:10:19.710,2024-10-06 01:22:37.865,casual,12.302583333333333,Midday
2024-10-06 01:11:29.206,2024-10-06 01:22:01.738,casual,10.542200000000001,Midday
2024-10-06 01:11:36.943,2024-10-06 01:23:04.186,member,11.45405,Midday
2024-10-06 01:13:42.932,2024-10-06 01:19:47.086,casual,6.069233333333333,Midday
2024-10-06 01:14:02.690,2024-10-06 01:26:22.540,casual,12.330833333333334,Midday
2024-10-06 01:14:11.056,2024-10-06 01:16:23.254,member,2.2033,Midday
2024-10-06 01:16:15.716,2024-10-06 01:24:28.113,casual,8.206616666666667,Midday
2024-10-06 01:21:03.140,2024-10-06 01:29:18.528,member,8.256466666666666,Midday
2024-10-06 01:21:05.512,2024-10-06 02:03:10.833,member,42.08868333333333,Midday
2024-10-06 01:21:22.042,2024-10-06 01:56:16.852,casual,34.9135,Midday
2024-10-06 01:21:51.937,2024-10-06 01:37:23.408,casual,15.524516666666667,Midday
2024-10-06 01:24:51.890,2024-10-06 01:33:46.974,member,8.918066666666666,Midday
2024-10-06 01:27:33.477,2024-10-06 01:34:38.214,casual,7.078950000000001,Midday
2024-10-06 01:28:14.299,2024-10-06 01:41:11.000,casual,12.945016666666668,Midday
2024-10-06 01:32:47.494,2024-10-06 01:44:20.216,casual,11.545366666666666,Midday
2024-10-06 01:36:44.656,2024-10-06 01:40:25.722,casual,3.6844333333333332,Midday
2024-10-06 01:38:35.199,2024-10-06 01:44:13.811,member,5.643533333333334,Midday
2024-10-06 01:38:46.463,2024-10-06 01:46:52.828,member,8.106083333333334,Midday
2024-10-06 01:39:29.376,2024-10-06 02:25:28.884,member,45.9918,Midday
2024-10-06 01:40:05.893,2024-10-06 01:53:17.140,casual,13.18745,Midday
2024-10-06 01:40:12.166,2024-10-06 01:48:07.606,member,7.924,Midday
2024-10-06 01:42:48.185,2024-10-06 01:49:00.853,casual,6.211133333333334,Midday
2024-10-06 01:43:24.218,2024-10-06 02:05:14.791,casual,21.842883333333337,Midday
2024-10-06 01:43:45.840,2024-10-06 02:55:07.251,casual,71.35685,Midday
2024-10-06 01:43:46.805,2024-10-06 02:04:24.801,member,20.633266666666668,Midday
2024-10-06 01:44:49.040,2024-10-06 01:57:06.212,member,12.286200000000001,Midday
2024-10-06 01:45:52.565,2024-10-06 01:51:36.778,member,5.736883333333334,Midday
2024-10-06 01:46:45.690,2024-10-06 02:00:03.433,casual,13.295716666666667,Midday
2024-10-06 01:49:33.601,2024-10-06 02:04:52.560,casual,15.315983333333332,Midday
2024-10-06 01:49:39.307,2024-10-06 01:57:43.990,casual,8.07805,Midday
2024-10-06 01:54:45.661,2024-10-06 02:03:54.843,member,9.153033333333333,Midday
2024-10-06 01:55:09.844,2024-10-06 01:58:28.928,member,3.3180666666666667,Midday
2024-10-06 01:55:40.445,2024-10-06 02:13:03.055,member,17.37683333333333,Midday
2024-10-06 01:56:22.499,2024-10-06 02:20:10.244,casual,23.795749999999998,Midday
2024-10-06 01:57:00.056,2024-10-06 02:14:53.936,member,17.898000000000003,Midday
2024-10-06 01:59:50.932,2024-10-06 02:02:47.215,casual,2.9380499999999996,Midday
2024-10-06 02:04:36.957,2024-10-06 02:08:20.695,casual,3.7289666666666665,Midday
2024-10-06 02:05:10.704,2024-10-06 02:07:07.632,member,1.9487999999999999,Midday
2024-10-06 02:07:25.995,2024-10-06 02:20:29.984,member,13.066483333333334,Midday
2024-10-06 02:10:06.582,2024-10-06 02:20:57.854,casual,10.854533333333334,Midday
2024-10-06 02:14:57.302,2024-10-06 02:36:03.600,member,21.104966666666666,Midday
2024-10-06 02:15:15.386,2024-10-06 02:46:58.658,casual,31.7212,Midday
2024-10-06 02:17:09.430,2024-10-06 02:28:37.189,casual,11.46265,Midday
2024-10-06 02:20:51.409,2024-10-06 02:52:28.449,member,31.61733333333333,Midday
2024-10-06 02:21:35.776,2024-10-06 02:32:14.965,casual,10.65315,Midday
2024-10-06 02:22:54.399,2024-10-06 02:25:16.097,member,2.3616333333333333,Midday
2024-10-06 02:24:52.008,2024-10-06 02:33:16.281,member,8.40455,Midday
2024-10-06 02:25:27.602,2024-10-06 02:35:04.432,casual,9.613833333333334,Midday
2024-10-06 02:32:49.877,2024-10-06 02:42:06.392,casual,9.27525,Midday
2024-10-06 02:44:12.172,2024-10-06 03:03:54.426,member,19.70423333333333,Midday
2024-10-06 02:46:12.150,2024-10-06 02:59:31.536,member,13.3231,Midday
2024-10-06 02:47:15.751,2024-10-06 02:52:52.821,casual,5.6178333333333335,Midday
2024-10-06 02:47:25.989,2024-10-06 02:53:47.058,member,6.3511500000000005,Midday
2024-10-06 02:48:16.038,2024-10-06 03:09:07.851,casual,20.86355,Midday
2024-10-06 02:49:17.390,2024-10-06 03:00:44.315,casual,11.448749999999999,Midday
2024-10-06 02:50:02.947,2024-10-06 03:22:21.659,casual,32.31186666666667,Midday
2024-10-06 02:53:30.251,2024-10-06 03:03:20.292,member,9.834016666666667,Midday
2024-10-06 02:56:35.064,2024-10-06 03:00:59.739,member,4.41125,Midday
2024-10-06 02:58:18.434,2024-10-06 03:02:01.837,member,3.723383333333333,Midday
2024-10-06 03:00:44.812,2024-10-06 03:16:01.561,member,15.27915,Midday
2024-10-06 03:01:57.403,2024-10-06 03:07:58.583,casual,6.019666666666667,Midday
2024-10-06 03:10:23.550,2024-10-06 03:15:07.751,member,4.736683333333334,Midday
2024-10-06 03:15:09.955,2024-10-06 03:20:56.063,casual,5.768466666666667,Midday
2024-10-06 03:16:13.891,2024-10-06 03:18:19.387,member,2.0916,Midday
2024-10-06 03:20:22.376,2024-10-06 04:04:58.141,member,44.59608333333333,Midday
2024-10-06 03:21:09.399,2024-10-06 03:45:56.332,member,24.782216666666667,Midday
2024-10-06 03:22:01.431,2024-10-06 03:45:16.100,member,23.244483333333335,Midday
2024-10-06 03:22:16.743,2024-10-06 03:29:00.093,casual,6.7225,Midday
2024-10-06 03:24:52.220,2024-10-06 03:32:45.684,casual,7.891066666666666,Midday
2024-10-06 03:29:19.703,2024-10-06 03:34:04.257,casual,4.742566666666666,Midday
2024-10-06 03:40:00.610,2024-10-06 03:52:27.033,member,12.440383333333333,Midday
2024-10-06 03:42:04.633,2024-10-06 03:51:42.816,casual,9.636383333333333,Midday
2024-10-06 03:51:56.099,2024-10-06 04:04:37.426,member,12.688783333333333,Midday
2024-10-06 03:52:51.037,2024-10-06 04:15:20.458,member,22.49035,Midday
2024-10-06 03:59:04.794,2024-10-06 04:25:15.004,casual,26.170166666666667,Midday
2024-10-06 04:10:29.511,2024-10-06 04:13:52.972,member,3.391016666666667,Midday
2024-10-06 04:32:47.463,2024-10-06 04:36:47.717,casual,4.0042333333333335,Midday
2024-10-06 04:38:14.842,2024-10-06 04:46:16.755,member,8.031883333333333,Midday
2024-10-06 04:54:21.568,2024-10-06 05:00:19.103,casual,5.958916666666667,Midday
2024-10-06 05:34:32.371,2024-10-06 05:42:54.953,member,8.376366666666666,Midday
2024-10-06 05:55:26.915,2024-10-06 06:03:23.586,member,7.944516666666667,Midday
2024-10-06 05:55:38.717,2024-10-06 06:00:03.984,member,4.421116666666666,Midday
2024-10-06 05:56:15.085,2024-10-06 06:05:12.122,member,8.950616666666667,Midday
2024-10-06 06:04:39.534,2024-10-06 06:13:22.482,member,8.7158,Midday
2024-10-06 06:07:25.521,2024-10-06 06:21:28.360,member,14.047316666666667,Midday
2024-10-06 06:27:55.757,2024-10-06 06:53:12.939,member,25.286366666666666,Midday
2024-10-06 06:34:02.930,2024-10-06 06:36:49.629,member,2.778316666666667,Midday
2024-10-06 06:35:14.955,2024-10-06 06:36:49.167,casual,1.5702,Midday
2024-10-06 06:37:36.894,2024-10-06 06:41:09.089,member,3.536583333333333,Midday
2024-10-06 06:39:14.970,2024-10-06 06:48:04.526,casual,8.825933333333333,Midday
2024-10-06 06:45:39.155,2024-10-06 06:58:33.328,member,12.902883333333333,Midday
2024-10-06 06:47:22.681,2024-10-06 06:54:17.421,member,6.912333333333334,Midday
2024-10-06 06:48:06.163,2024-10-06 06:53:14.210,member,5.134116666666667,Midday
2024-10-06 06:49:45.037,2024-10-06 06:57:54.388,member,8.15585,Midday
2024-10-06 06:53:12.804,2024-10-06 06:55:47.225,member,2.5736833333333333,Midday
2024-10-06 07:05:02.575,2024-10-06 07:18:17.217,member,13.244033333333334,Morning Rush
2024-10-06 07:11:48.997,2024-10-06 07:32:42.993,casual,20.899933333333333,Morning Rush
2024-10-06 07:18:18.674,2024-10-06 07:47:45.075,casual,29.44001666666667,Morning Rush
2024-10-06 07:18:47.972,2024-10-06 07:48:00.644,member,29.2112,Morning Rush
2024-10-06 07:20:03.284,2024-10-06 07:25:49.413,casual,5.768816666666667,Morning Rush
2024-10-06 07:22:37.383,2024-10-06 07:32:11.759,casual,9.572933333333333,Morning Rush
2024-10-06 07:24:14.098,2024-10-06 07:34:56.197,casual,10.70165,Morning Rush
2024-10-06 07:24:55.593,2024-10-06 07:32:45.065,member,7.824533333333333,Morning Rush
2024-10-06 07:25:27.915,2024-10-06 07:36:38.099,member,11.169733333333333,Morning Rush
2024-10-06 07:26:37.781,2024-10-06 07:30:32.605,casual,3.9137333333333335,Morning Rush
2024-10-06 07:32:39.364,2024-10-06 07:36:03.261,member,3.398283333333333,Morning Rush
2024-10-06 07:34:51.047,2024-10-06 07:46:07.995,casual,11.282466666666666,Morning Rush
2024-10-06 07:36:57.999,2024-10-06 07:40:43.289,member,3.754833333333333,Morning Rush
2024-10-06 07:37:07.772,2024-10-06 07:52:06.412,member,14.977333333333332,Morning Rush
2024-10-06 07:37:54.356,2024-10-06 07:48:19.973,casual,10.42695,Morning Rush
2024-10-06 07:38:35.119,2024-10-06 08:03:36.873,member,25.02923333333333,Morning Rush
2024-10-06 07:39:45.506,2024-10-06 08:06:33.724,member,26.803633333333334,Morning Rush
2024-10-06 07:41:19.100,2024-10-06 07:54:47.852,member,13.479199999999999,Morning Rush
2024-10-06 07:45:25.730,2024-10-06 07:51:55.016,member,6.4881,Morning Rush
2024-10-06 07:45:29.827,2024-10-06 08:04:26.795,member,18.94946666666667,Morning Rush
2024-10-06 07:47:31.066,2024-10-06 07:55:15.320,member,7.737566666666667,Morning Rush
2024-10-06 07:47:41.965,2024-10-06 07:49:22.275,member,1.6718333333333333,Morning Rush
2024-10-06 07:49:59.902,2024-10-06 07:55:47.635,casual,5.79555,Morning Rush
2024-10-06 07:50:19.780,2024-10-06 08:13:12.977,member,22.886616666666665,Morning Rush
2024-10-06 07:50:56.120,2024-10-06 07:58:42.494,member,7.772900000000001,Morning Rush
2024-10-06 07:52:30.551,2024-10-06 07:56:15.133,casual,3.7430333333333334,Morning Rush
2024-10-06 07:53:08.526,2024-10-06 07:54:54.157,member,1.7605166666666667,Morning Rush
2024-10-06 07:54:43.940,2024-10-06 08:12:57.469,casual,18.225483333333333,Morning Rush
2024-10-06 07:54:45.719,2024-10-06 08:18:40.601,member,23.9147,Morning Rush
2024-10-06 07:54:58.687,2024-10-06 08:09:40.219,member,14.692200000000001,Morning Rush
2024-10-06 07:57:08.965,2024-10-06 08:03:49.401,member,6.673933333333333,Morning Rush
2024-10-06 07:57:59.214,2024-10-06 08:01:28.650,casual,3.4906,Morning Rush
2024-10-06 07:58:05.501,2024-10-06 08:03:33.898,member,5.473283333333333,Morning Rush
2024-10-06 07:59:19.785,2024-10-06 08:09:58.174,casual,10.639816666666666,Morning Rush
2024-10-06 08:01:05.258,2024-10-06 08:05:40.457,casual,4.586650000000001,Morning Rush
2024-10-06 08:02:16.195,2024-10-06 08:16:02.556,member,13.772683333333333,Morning Rush
2024-10-06 08:03:08.673,2024-10-06 08:14:14.668,member,11.099916666666667,Morning Rush
2024-10-06 08:03:55.252,2024-10-06 08:07:51.161,casual,3.9318166666666667,Morning Rush
2024-10-06 08:06:43.503,2024-10-06 09:08:51.710,casual,62.136783333333334,Morning Rush
2024-10-06 08:07:56.914,2024-10-06 08:12:42.984,member,4.767833333333333,Morning Rush
2024-10-06 08:09:15.838,2024-10-06 08:20:42.614,member,11.446266666666666,Morning Rush
2024-10-06 08:11:32.460,2024-10-06 08:38:42.645,casual,27.16975,Morning Rush
2024-10-06 08:17:09.120,2024-10-06 08:39:55.610,member,22.774833333333333,Morning Rush
2024-10-06 08:21:02.823,2024-10-06 09:22:16.772,member,61.232483333333334,Morning Rush
2024-10-06 08:23:17.570,2024-10-06 08:32:56.003,member,9.64055,Morning Rush
2024-10-06 08:23:50.984,2024-10-06 08:25:16.954,member,1.4328333333333334,Morning Rush
2024-10-06 08:24:05.141,2024-10-06 08:24:19.573,casual,0.24053333333333335,Morning Rush
2024-10-06 08:25:14.033,2024-10-06 08:29:18.414,member,4.073016666666667,Morning Rush
2024-10-06 08:25:44.898,2024-10-06 08:33:46.541,member,8.027383333333333,Morning Rush
2024-10-06 08:27:23.182,2024-10-06 08:37:30.744,member,10.126033333333334,Morning Rush
2024-10-06 08:27:36.756,2024-10-06 08:31:59.211,casual,4.37425,Morning Rush
2024-10-06 08:28:18.169,2024-10-06 08:31:59.520,member,3.6891833333333333,Morning Rush
2024-10-06 08:30:49.409,2024-10-06 08:37:02.014,casual,6.210083333333333,Morning Rush
2024-10-06 08:35:25.091,2024-10-06 08:39:06.929,casual,3.6973,Morning Rush
2024-10-06 08:36:52.115,2024-10-06 08:46:59.771,member,10.1276,Morning Rush
2024-10-06 08:37:01.679,2024-10-06 08:45:02.584,casual,8.015083333333333,Morning Rush
2024-10-06 08:37:40.547,2024-10-06 08:50:23.585,member,12.7173,Morning Rush
2024-10-06 08:37:42.116,2024-10-06 08:40:25.493,casual,2.72295,Morning Rush
2024-10-06 08:37:47.743,2024-10-06 09:05:21.685,casual,27.5657,Morning Rush
2024-10-06 08:38:07.137,2024-10-06 08:42:56.736,casual,4.82665,Morning Rush
2024-10-06 08:38:55.781,2024-10-06 08:44:10.005,member,5.237066666666666,Morning Rush
2024-10-06 08:39:30.189,2024-10-06 08:54:56.938,member,15.445816666666667,Morning Rush
2024-10-06 08:40:08.339,2024-10-06 08:51:44.089,casual,11.595833333333333,Morning Rush
2024-10-06 08:40:51.151,2024-10-06 08:53:24.878,member,12.562116666666666,Morning Rush
2024-10-06 08:41:22.275,2024-10-06 08:44:43.395,casual,3.352,Morning Rush
2024-10-06 08:43:57.788,2024-10-06 08:46:49.372,member,2.8597333333333332,Morning Rush
2024-10-06 08:44:39.907,2024-10-06 09:13:24.011,casual,28.73506666666667,Morning Rush
2024-10-06 08:45:38.088,2024-10-06 09:03:15.386,casual,17.62163333333333,Morning Rush
2024-10-06 08:46:40.462,2024-10-06 08:58:51.140,member,12.177966666666666,Morning Rush
2024-10-06 08:47:47.406,2024-10-06 08:52:30.653,member,4.720783333333333,Morning Rush
2024-10-06 08:47:59.128,2024-10-06 08:51:39.053,member,3.6654166666666668,Morning Rush
2024-10-06 08:51:29.542,2024-10-06 09:05:43.590,casual,14.234133333333334,Morning Rush
2024-10-06 08:52:20.421,2024-10-06 08:59:24.417,casual,7.066599999999999,Morning Rush
2024-10-06 08:53:54.140,2024-10-06 09:05:55.906,casual,12.029433333333333,Morning Rush
2024-10-06 08:53:55.103,2024-10-06 09:02:17.563,member,8.374333333333333,Morning Rush
2024-10-06 08:55:02.994,2024-10-06 09:00:16.143,member,5.21915,Morning Rush
2024-10-06 08:57:21.164,2024-10-06 09:03:38.122,member,6.282633333333334,Morning Rush
2024-10-06 08:59:00.565,2024-10-06 09:21:15.294,casual,22.245483333333333,Morning Rush
2024-10-06 08:59:09.408,2024-10-06 09:14:21.031,casual,15.193716666666667,Morning Rush
2024-10-06 08:59:15.240,2024-10-06 09:02:06.972,casual,2.8622,Morning Rush
2024-10-06 08:59:28.686,2024-10-06 09:06:44.314,casual,7.260466666666667,Morning Rush
2024-10-06 09:00:12.488,2024-10-06 09:14:38.682,member,14.436566666666666,Morning Rush
2024-10-06 09:00:21.674,2024-10-06 09:14:04.970,casual,13.7216,Morning Rush
2024-10-06 09:00:49.115,2024-10-06 09:02:52.257,casual,2.0523666666666665,Morning Rush
2024-10-06 09:01:12.453,2024-10-06 09:13:47.338,member,12.581416666666666,Morning Rush
2024-10-06 09:01:31.668,2024-10-06 09:21:04.832,casual,19.552733333333332,Morning Rush
2024-10-06 09:01:47.727,2024-10-06 09:16:29.765,casual,14.700633333333334,Morning Rush
2024-10-06 09:01:57.716,2024-10-06 09:12:16.791,member,10.317916666666667,Morning Rush
2024-10-06 09:02:44.958,2024-10-06 09:21:17.249,casual,18.538183333333333,Morning Rush
2024-10-06 09:02:54.768,2024-10-06 09:13:05.630,member,10.181033333333334,Morning Rush
2024-10-06 09:03:59.428,2024-10-06 09:12:42.279,member,8.714183333333333,Morning Rush
2024-10-06 09:05:31.056,2024-10-06 09:15:32.217,member,10.01935,Morning Rush
2024-10-06 09:06:05.929,2024-10-06 09:14:07.086,member,8.019283333333332,Morning Rush
2024-10-06 09:07:11.013,2024-10-06 09:14:58.267,member,7.787566666666667,Morning Rush
2024-10-06 09:07:53.822,2024-10-06 09:22:14.070,member,14.337466666666668,Morning Rush
2024-10-06 09:09:08.239,2024-10-06 10:22:11.409,casual,73.05283333333334,Morning Rush
2024-10-06 09:09:41.099,2024-10-06 09:11:03.502,casual,1.3733833333333334,Morning Rush
2024-10-06 09:10:44.771,2024-10-06 09:24:17.113,member,13.539033333333332,Morning Rush
2024-10-06 09:12:17.527,2024-10-06 09:52:27.749,casual,40.17036666666667,Morning Rush
2024-10-06 09:12:17.892,2024-10-06 09:23:38.099,casual,11.336783333333333,Morning Rush
2024-10-06 09:13:23.774,2024-10-06 09:16:21.669,casual,2.964916666666667,Morning Rush
2024-10-06 09:14:32.715,2024-10-06 09:21:29.114,member,6.939983333333333,Morning Rush
2024-10-06 09:15:36.826,2024-10-06 09:34:06.121,casual,18.48825,Morning Rush
2024-10-06 09:21:25.863,2024-10-06 09:35:41.942,member,14.267983333333332,Morning Rush
2024-10-06 09:22:01.585,2024-10-06 09:52:52.150,member,30.842750000000002,Morning Rush
2024-10-06 09:22:11.528,2024-10-06 09:25:06.465,member,2.9156166666666667,Morning Rush
2024-10-06 09:26:45.696,2024-10-06 09:41:19.989,casual,14.57155,Morning Rush
2024-10-06 09:26:55.936,2024-10-06 10:11:23.116,casual,44.452999999999996,Morning Rush
2024-10-06 09:27:03.271,2024-10-06 09:42:17.390,member,15.235316666666668,Morning Rush
2024-10-06 09:29:17.523,2024-10-06 09:45:04.155,casual,15.777199999999999,Morning Rush
2024-10-06 09:29:26.426,2024-10-06 09:39:43.095,casual,10.277816666666666,Morning Rush
2024-10-06 09:29:26.612,2024-10-06 09:32:11.747,member,2.7522499999999996,Morning Rush
2024-10-06 09:31:25.904,2024-10-06 09:39:45.182,casual,8.3213,Morning Rush
2024-10-06 09:33:00.858,2024-10-06 09:51:23.771,casual,18.381883333333334,Morning Rush
2024-10-06 09:33:20.337,2024-10-06 10:21:29.691,member,48.155899999999995,Morning Rush
2024-10-06 09:34:57.176,2024-10-06 10:08:30.450,casual,33.554566666666666,Morning Rush
2024-10-06 09:35:46.620,2024-10-06 09:43:16.034,member,7.490233333333333,Morning Rush
2024-10-06 09:35:54.161,2024-10-06 09:38:38.302,member,2.7356833333333332,Morning Rush
2024-10-06 09:36:17.020,2024-10-06 09:51:54.427,member,15.62345,Morning Rush
2024-10-06 09:36:40.949,2024-10-06 09:57:49.960,casual,21.150183333333334,Morning Rush
2024-10-06 09:37:56.676,2024-10-06 09:46:17.435,casual,8.345983333333333,Morning Rush
2024-10-06 09:38:09.332,2024-10-06 10:14:57.010,casual,36.79463333333333,Morning Rush
2024-10-06 09:38:09.926,2024-10-06 09:59:48.332,member,21.6401,Morning Rush
2024-10-06 09:38:48.002,2024-10-06 09:47:07.703,casual,8.32835,Morning Rush
2024-10-06 09:39:00.265,2024-10-06 10:05:12.104,member,26.197316666666666,Morning Rush
2024-10-06 09:40:09.062,2024-10-06 10:29:26.428,casual,49.289433333333335,Morning Rush
2024-10-06 09:40:52.475,2024-10-06 09:44:36.829,member,3.7392333333333334,Morning Rush
2024-10-06 09:41:04.166,2024-10-06 09:51:16.036,member,10.197833333333334,Morning Rush
2024-10-06 09:41:42.972,2024-10-06 09:46:15.989,member,4.550283333333334,Morning Rush
2024-10-06 09:42:13.311,2024-10-06 09:44:58.173,member,2.7477,Morning Rush
2024-10-06 09:42:20.529,2024-10-06 09:47:36.701,member,5.269533333333333,Morning Rush
2024-10-06 09:42:22.866,2024-10-06 10:07:21.065,member,24.969983333333335,Morning Rush
2024-10-06 09:42:24.576,2024-10-06 10:02:18.012,casual,19.8906,Morning Rush
2024-10-06 09:43:03.175,2024-10-06 09:47:25.414,member,4.3706499999999995,Morning Rush
2024-10-06 09:43:29.861,2024-10-06 09:54:05.917,member,10.600933333333334,Morning Rush
2024-10-06 09:44:03.043,2024-10-06 09:55:34.173,member,11.518833333333333,Morning Rush
2024-10-06 09:44:48.878,2024-10-06 09:53:27.939,member,8.651016666666667,Morning Rush
2024-10-06 09:45:14.766,2024-10-06 09:55:04.701,member,9.832249999999998,Morning Rush
